"labels","text"
"Present","the amount of times ive pulled a lipstick out my pocket instead of a lighter and tried to light a cigarette with it is ridiculous"
"NOT-Present","The festival of spring was over Too much wine and cigarettes But I was happy to be with my girls"
"Present","The first puff in the morning is the best puff #vape"
"NOT-Present","the guy I accidentally on purpose kissed 2nite texted me that I left my cig packet behind at a bar like some kind of trashy Cinderella story"
"Present","the highlight of my night is smoking a cigar in my car with music playing in the background"
"Present","The hookah coal jus dropped on my leg"
"Present","The only downside to the proposed ""Queen Mary Island"" is that we won't be able to smoke on the rocks anymore but it's coo it's coo"
"Present","the only reason i go to smoke away is the slight hope of seeing nancy behind the counter again"
"NOT-Present","The only thing I have to look forward to is trying a new flavour in my vape pen Oh and nuclear holocaust natural disaster alien invasion"
"Present","the only thing i'm good at is packing cigarettes"
"Present","The perks of being a loner 6 beers 20 cigarettes quality time wtf am I doing w my life lol"
"Present","The real struggle is trying to smoke a cigarette in the backseat of a car"
"NOT-Present","Then a cigarette break"
"Present","There is nothing like a cigarette and a glass of wine"
"NOT-Present","There isn't enough cigs to help with the shit at my job"
"Present","There's not a bigger British cigarette on this planet than -MENTION-"
"Present","There's someone about listening to -MENTION- while chilling in an airport #tobacco #blackmothsuperrainbow #streaker #berserker"
"Present","There's something oddly cool about eating chocos while smoking a cig"
"NOT-Present","These calls about to have me start smoking cigs"
"Present","These smoking commercials stress me out which causes me to smoke some more"
"Present","Think its time to try give up the fags again"
"NOT-Present","Thinking the hookah lounge Saturday haven't been in a while"
"Present","This addiction to cigarettes the struggle is real"
"NOT-Present","This assignment has me fucked up im taking a smoke break"
"Present","This cig about to save my life"
"Present","This cigar so smooth and right but is off for some reason"
"NOT-Present","This cigarette can not fucking come fast enough oh my Lordy"
"Present","This guy just tried to hit on me by coming up to light my already lit cigarette and then introduce himself"
"Present","This hookah and dusse bout to put me right to sleep"
"NOT-Present","This hookah got me loco"
"Present","This hookah got me on another level"
"Present","This Hookah Got Me Together Right Now"
"Present","this hookah lounge got a whistling contest going on right now LMAO"
"Present","This hookah lounge I'm chilling at is so laid back"
"NOT-Present","This is juul and 5 box weather"
"Present","this is why i smoke"
"Present","This little vape pen saves my life at work"
"Present","This shisha so strong I'm twisted new hookah adventures"
"NOT-Present","This spot mad lit right now or whatever but there's no hookah so"
"NOT-Present","This storm look crazy Think I'm about to smoke cigar on the balcony and watch the lighting"
"NOT-Present","This weather is perfect outdoor shisha smoking time"
"NOT-Present","Thought I smoked my last cigarette but I just found a whole pack of newports"
"Present","thought interning would help me cut down on my ciggs but NOoooOooo am like smoking all the time w the ppl here"
"NOT-Present","Thrown out of a cigar shop How my shop going #sb17"
"Present","Time for a cig a good cry and my dog"
"NOT-Present","time for a cigarette"
"NOT-Present","Time for a cigarette so I am on my way outside Chuck B"
"Present","Time for another #cigarette and then back to work by the way don't smoke guys it's fucking disgusting and terrible for you"
"Present","time for my weekly diet cig jamming session"
"NOT-Present","Time for that smoke break"
"NOT-Present","Time to change the coil on my eGo device #Vape Team"
"NOT-Present","Time to cut these cigs out my life for good"
"NOT-Present","Time to go smoke a cigarette in my car and kill myself with it"
"Present","Time to level up my #cigar hobby and get a #humidor can anyone recommend a great first humidor (I'm on a bit of a budget in UK)"
"NOT-Present","Time to listen to Amy Winehouse's ""Back to Black"" album turn of all the lights drink some wine smoke cigarettes amp reminisce"
"NOT-Present","time to Sparkk this Good Ol'Marlboro"
"NOT-Present","tired of not having a cigarette"
"NOT-Present","To this day I still fancy a ciggie but my mind stopped expecting me to smoke and that's half the battle Don't let cigs own you #NoSmokingDay"
"NOT-Present","today i completely knocked over the hookah and got super spicy pho soup in my eye"
"NOT-Present","Today I reached in my purse to find my ecig and pulled out my liquid lipstick on accident"
"NOT-Present","Today My plumber hasn't turned up to finish the plumbing in the bathroom An expensive vaping machine of mine has gone missing at work"
"NOT-Present","Today's schedule work Gym Hookah Sleep lol"
"Present","Told myself i'd slow down on the cancer sticks but I'm blazing through this pack"
"NOT-Present","tonights plans include leaving work early smoking too much hookah and letting luka take shots off my crotch what a blast"
"NOT-Present","too many mwr Ls today pass me a cig"
"Present","Too much hookah makes me nauseous"
"Present","Too much smoke for tnight but who cares right"
"NOT-Present","Took a hit off a this Dubai guys' tobacco pipe today I'm pretty sure 1 hit was equivalent to 20 packs of cigarettes"
"NOT-Present","tried to brush my hair while holding a cig and i set fire to my hair wth help"
"NOT-Present","Tried to start my hookah about five times ended up making like 7 holes in my carpet super cool paige"
"Present","Trying Shisha"
"Present","Trying to argue over some dumped cigar guts"
"Present","Trying to beat this cig addiction shits unattractive an old news"
"NOT-Present","Trying to figure out how many multivitamins will offset 20 years of heavy drinking amp smoking"
"Present","Trying to forget my pain smoking till my eyes bleed"
"Present","Trying to make a night sky in my room with my smoke of cigs as the clouds But where's the stars"
"Present","Trying to smoke some hooks right now"
"NOT-Present","tryna go to the hookah bar"
"Present","Tryna smoke some hookah n lay back"
"Present","Tweeted that while smoking a cig that's where I'm at in life"
"NOT-Present","Two weekends without smoking hooka"
"Present","Two years cigarette tobacco free today thanks to vaping"
"Present","u're my all time stress reliever cigarette"
"Present","Ugh why are all the cigar bars in Beverly Hills or Downtown Smoking on the street outside my house isn't relaxing at all lol"
"Present","uhhhhh yeah my favorite hobby is wearing anti social social club and vaping"
"NOT-Present","Up early bout to smoke"
"Present","Up smoking amp listening to my bf snore I can't sleep"
"Present","Up smoking hookah drinking wine amp doing this homework trynna save what's left of this semester"
"Present","Up Smoking Writing and vibing I'm so proud of myself man Releasing the date of my EP soon"
"Present","Update listening to cocoa butter kisses while smoking a cig"
"NOT-Present","Uploaded two new Odin Green videos on YouTube Now to buy more smokes"
"Present","Vape at Home cigarettes at work"
"Present","vape my life away"
"NOT-Present","Vaped"
"Present","Vapeing coffee and donuts B )"
"Present","vapeing is so werid yet kind of satisfying"
"Present","vapeing is the best thing since sliced bread"
"Present","Vapeing so as to be cool"
"Present","Vapeing Drinking amp Drakeing"
"Present","Vaping ain't cheap"
"Present","Vaping at the footy game cunt"
"Present","Vaping has become my life"
"Present","Vaping huge clouds in the doctor's office listening to Prince #1999 chillin on my phone getting paid"
"Present","vaping is how u get me to laugh"
"Present","vaping my sadness"
"Present","vaping my stress away"
"Present","vaping on skateboards"
"Present","Vaping outside and looking up at the stars"
"Present","Vaping outside the Jane Austen house"
"Present","VAPING SAVED MY LIFE"
"Present","Vaping saved my life Fax no printer"
"Present","Vaping session with hulo trops"
"Present","Vaping the dorm's lounge #WhiteCrime"
"Present","vaping to ginger"
"Present","Vaping with a cough drop is soooo soothing"
"Present","Vaping with the neighborhood kids"
"Present","Victory cigarettes sure are smooth Taste the freedom with every puff #1984"
"NOT-Present","Wah fuck haven't smoked in 3 days Wanna buy cigg but never bring lighter"
"NOT-Present","Waiting for mother to come home with my mac and cigg gt lt"
"Present","wake up from a nap smoke some oil smoke a cigarette smoke some more oil eat repeat"
"Present","Walking down the middle of the road smoking a cig So peaceful"
"Present","Walking the rainy streets of Lisbon while listening to Unsane with rolling tobacco"
"NOT-Present","Wanna smoke a cig Do not want anything to do with pants Ugh Summer where u at"
"NOT-Present","Wanna smoke rn"
"NOT-Present","Wants to lay down in bed to smoke a cigarette can't risk falling asleep"
"Present","Wasn't expecting sheer ice on my smoke break and fell right over Luckily enough my cigarette made it out alive Holy shit I'm sick of cold"
"NOT-Present","WASNT IT ENOUGH TO FORGET MY CIGG AND NOW MY PORTABLE"
"Present","Wasted my whole summer Time card in and out Got addicted to cig ar ett es"
"Present","Watching movies an smoking hookah"
"Present","We just pray and hookah"
"Present","We out here struggling with this hookah lmfaooooo"
"Present","we out here bar scene alone with my ecig and crippling depression to accompany me"
"NOT-Present","we out to the hookah bar"
"Present","We really shut this hookah bar down every time"
"Present","We've just been sitting outside at work rippin cigs cuz 71 in march"
"Present","wearing green rubber boots in a bathtub filled with kerosene smoking a cig"
"NOT-Present","Wee Cigarette Drink Dance Food Sleep Regretting this tweet in the morning"
"Present","Well I am going outside to finish my cigarette and get a little sun on this thin spot in my head"
"NOT-Present","Well it'stuesday and its already been a long rough week so vaping and a few drinks is what i need"
"NOT-Present","Went to a hookah lounge today was actually a good day"
"Present","What a great decision to stay in clean watch NBA and play Xbox Now Dave chappelle and a cigar"
"Present","What the fuck my life has become smoking a hookah and listening to The Allman Brothers on vinyl at 435 am"
"NOT-Present","What time will the EU receive the A 50 letter i've a large cigar amp a bottle of bubbly i've been saving for the occaison #bbcnews #skynews"
"NOT-Present","What's the littest hookah bar from Royal Oak to Ann Arbor area"
"Present","when bro aint here in town i b smoking by myself shit suuuuckkssss"
"NOT-Present","When u run to the store to buy cigarettes and they're playing Mylene Farmer there Heaven can happen even in mornings"
"NOT-Present","where the philosophy majors come smoke sum"
"NOT-Present","Where's somewhere with Hookah and Drinks with good music May be asking for a lot"
"NOT-Present","While sitting at my favorite hookah and literary lounge one of my friends walked in with another gentleman and came over with me"
"Present","While smoking the hookah and Gabe freaking breaks out Aaron Carter's music Wtf"
"NOT-Present","While studying ""I wanna go to a Hooka Bar "" -MENTION- Em #Randomthoughtswithmichael"
"NOT-Present","Who at the Hookah bar"
"Present","Who else is up smoking at 4 30 in the morning"
"NOT-Present","Who got a cigar lol I'll fire u up I don't feel like goin to the store"
"NOT-Present","who got a hookah lmk im tryna"
"NOT-Present","Who has a juul cartridge at this time"
"NOT-Present","Who tryna go to the hookah bar this weekend"
"NOT-Present","Who tryna hit this cig with me"
"NOT-Present","Who tryna smoke"
"NOT-Present","Who tryna smoke some hookah with me it's boring asf smoking by myself"
"NOT-Present","Who want go jb shisha"
"NOT-Present","Who wants to buy me cigarettes"
"NOT-Present","Who wants to come over and eat brownies and watch movies and smoke cigs"
"NOT-Present","who wants to donate me money so i can buy cigarettes"
"Present","Why am I smoking a cig lol"
"Present","Why am i smoking a pall mall"
"Present","Why are my cigarettes in my car I'm gonna kill myself"
"NOT-Present","Why can't people do things right For the first time in nearly 5 years UPS delivered my tobacco shipment to the wrong address"
"Present","why can't smoking clean my pores"
"Present","Why is it that every time I go to a club on my own and have a drink and a cigarette I feel like I've made it"
"Present","Why is this hookah bar so dead"
"Present","Why me and my brothers smoking in the dark"
"NOT-Present","Will prostitute for cigarettes"
"NOT-Present","will someone get me a really cool vape"
"Present","wine amp hookah"
"Present","Wine amp Hookah"
"Present","Wine Hookah"
"Present","Wine and hookah with my gfs"
"Present","Wine chocolate and a hookah"
"NOT-Present","Wish it wasn't so windy I'd sit on the patio furniture and smoke lol"
"NOT-Present","Wish someone would jus come over amp do hooka wit me"
"NOT-Present","With all the shit I was going through last week I smoked a pack in 3 days when I used to be able to make it last me a whole month"
"Present","With out good vibes smoking ain't really fun"
"NOT-Present","With this weather here I think I need my Benson and hedges right away"
"Present","Wok up at 535 just to kill my body #Cig"
"NOT-Present","Wonnie got me smoking out the quarter just me and bro"
"NOT-Present","Would rob a bank for some cigs rn"
"Present","wow cig does taste weird"
"Present","Wow cigarettes are better after sex"
"NOT-Present","Wow finally going to a hookah spot"
"Present","Wow I'm just trying to smoke omg"
"Present","Wow I'm so sick and can't breath at all I love sitting in a room full of vape"
"Present","Wow Been a long time since I lit a cigarette backwards"
"Present","Xhdndksjj im at the smoking area and these 2 professors came and saw all the cigarette buds and started talking about how uncivilised we are"
"Present","Y do these cigs taste like thin mints"
"Present","YAAAAAAAY My vape pen n my oil just came in"
"NOT-Present","Yay we got our hookah"
"Present","yea i have gorilla ape goku arms but i still get scared of my sprinkler system if im outside smoking a cigarette and they cut on What of it"
"NOT-Present","Yea it's time for me to come home I leant how to cook amp make hookah at muff house smh"
"Present","Yeah I need another cig"
"NOT-Present","Yeah I think I'm really bout to go to the bar I have to buy a new hookah"
"Present","Yike I think there's a couple fighting I'm jus tryna smoke a cig"
"NOT-Present","yo bro can i vape on ur toilet bro"
"NOT-Present","yo if my mom doesnt give me back my 4th juul ill contemplate sue of side"
"NOT-Present","Yo this is great smoking weather"
"Present","Yoooo smoking in my new house though"
"Present","You know today sucks when you accidently break your ciggs in half and spill your ashtray all over your mac's keyboard"
"Present","You've heard me say find what you love and let it kill you I found drink cigarettes and women"
"Present","Youngin got me smoking this nasty ass black foo"
