"labels","text"
"NOT-1stPerson","someone's def smoking in the bathroom of this bus"
"NOT-1stPerson","Someone's vaping in the library smh"
"NOT-1stPerson","Someone's vaping on the train and it's not helping my headache at all"
"1stPerson","Something broken -MENTION- My order 11 days in Broken ship date promises No explanation Cancellation refund refused #VaporFiFAIL"
"1stPerson","Something to experience lying alone in a room with the best surround sound Smokes and whiskey at my side"
"NOT-1stPerson","Sometimes -MENTION- I wonder if you are smoking weed instead of ""vaping"""
"NOT-1stPerson","Sometimes a cigar is just a cigar Sigmund Freud"
"1stPerson","Sometimes anxiety requires a cigarette"
"1stPerson","Sometimes I find happiness in a broke down cigar"
"1stPerson","sometimes i puff a cigar gaze at myself in the mirror and muse to myself ""wow con 84 """
"1stPerson","Sometimes i still get stressed but i just smoke one and count my blessings"
"NOT-1stPerson","Sometimes I swim with you in a room that is ocean sized and clear not here where all I breathe is smoke"
"NOT-1stPerson","sometimes I think about how ppl smoke pall mall cigarettes and I laugh"
"NOT-1stPerson","Somewhere -MENTION- has broken out in song poured a glass of wine and lit a cigar"
"NOT-1stPerson","Somewhere in heaven (hell ) Marge Schott just lit another cigarette SF 10 CIN 0 Bot 4 #SpringTraining"
"NOT-1stPerson","Somewhere right now -MENTION- takes a draw of a cigarette a sip of red wine and let's out a short chuckle"
"1stPerson","Soon it'll be back to the ciggs soon"
"NOT-1stPerson","Soooo I just caught my 13 year old brother vaping in my bathroom"
"NOT-1stPerson","Sorry but vaping is so lame lol"
"1stPerson","sorry i just spit in my cup holder to put a cigarette out in it"
"1stPerson","Sorry officer we're just vaping with the windows up"
"1stPerson","Spanish wine Cuban cigar"
"1stPerson","Speaking of drugs in a recent post Chaturbate just issued me a warning I was vape ing e juice in a glass pipe amp they thought it was drugs"
"1stPerson","Spent the evening enjoying some fine bourbon a uh not so good cigar in the company of a fairly decent wife (40 yrs) and my cat Smile"
"NOT-1stPerson","Spent your dole money down the e cig shop again haven't you"
"NOT-1stPerson","Sperm counts drop 22 a decade likely causes exposure to pesticides plastics chemicals and use of pharmaceuticals alcohol and smoking"
"NOT-1stPerson","Sporting a classy digital time piece with a wet tobacco to dry tobacco plant while I'm still alive"
"NOT-1stPerson","Sports fans Further update on -MENTION- Needed late night cig no cigs And Mr Cumber comes back with 2 pizzas 2 big dips and 4 Marlboro"
"NOT-1stPerson","Spotted Ashton Sanders looking all fashion forward and smoking a cigarette in front of a diner in Chi town"
"NOT-1stPerson","Spread The Cigar Wide A Moment Of Ease"
"1stPerson","Standing outside in a storm in my draws blazing a cig"
"1stPerson","Standing outside smoking a cig and I just experienced the temperature dropping several degrees in real time AMA"
"NOT-1stPerson","Standing there with a frown and a cigarette"
"NOT-1stPerson","Starbucks and Cigarettes"
"1stPerson","Started punting tobacco Gees a shout"
"NOT-1stPerson","starting to feel like spring come hangout and party with us and smoke on a hookah open till 4 BYOB and a live DJ"
"NOT-1stPerson","Starts to light up a cigar on the TL"
"NOT-1stPerson","stay home wednesday w no ciggs heiz"
"1stPerson","Steelin granny's cigs"
"NOT-1stPerson","Stephan Marley ft Melanie Fiona ""No cigarette smoking in my room"""
"1stPerson","Stepped out for a cigarette and got locked out of the hotel room and -MENTION- is asleep do I paw at the door Do I cry More soon"
"NOT-1stPerson","Steve Bannon has the face of a goblin who eats cigarets and drinks used motor oil"
"NOT-1stPerson","StevenSuptic can't vape xD"
"1stPerson","Stfu dad vaping helps me think"
"1stPerson","still sad my vape is gone #soft"
"NOT-1stPerson","still thinking about the fella in school getting Vaped on and saying ""I feel like a cloud"""
"NOT-1stPerson","Still trying to figure out what Kenyans like more striking or sheesha"
"1stPerson","Still up smoking sipping on my Duce now got some Buffalo Wild Wings"
"NOT-1stPerson","Stoinis smoked a ton in New Zealand in an ODI Might as well pick him to play test cricket in India #Selectors"
"NOT-1stPerson","Stoker's long cut mint now that is a fine can of smokeless tobacco"
"NOT-1stPerson","Stop smoking cigarettes is very bad to take out that poison from your blood it's so terrible"
"NOT-1stPerson","Stop smoking cigarettes"
"NOT-1stPerson","Stop smoking gives you more energy Within 2 to 12 weeks of stopping smoking your blood circulation improves #smokefree"
"NOT-1stPerson","Stormzy Cigarettes amp Cush"
"1stPerson","story time i brought my last lone lingering cigarette with me on my way to work tonight i haven't smoked one in weeks"
"1stPerson","Stress got me smokin 5grams in my cigar"
"NOT-1stPerson","Strong disconnect between motives for eliminating tobacco #healthcare #research #publicsafety"
"NOT-1stPerson","Struggling to understand why someone would clean my ash tray but leave all the cigarette butts"
"1stPerson","Stuck like chuck at the hookah bar"
"1stPerson","Subha time hookah"
"NOT-1stPerson","Suddenly am -MENTION- bar and dis lady is choking me with cigarette huh"
"NOT-1stPerson","Suh my dad paid these kids to rake the yard smoking cigs and every other word is fuck lol thick Cree accents talking slow as fuck hahahah"
"1stPerson","Sunday's are for dinner with Herb and smoke sessions with my cat"
"1stPerson","Super cool meeting -MENTION- today can t wait to try out that new cigar blend Too bad I didn t man up and ask for a photo #regrets"
"1stPerson","Supercross hookah and another night in with -MENTION- been a good weekend"
"NOT-1stPerson","Surely them e cigs can't be good for you more shit comes out when you exhale than stephensons rocket"
"NOT-1stPerson","swan diving off of the deep end of my tragic cigarette"
"1stPerson","taking a dump after a cig classic"
"1stPerson","Taking a shit and smoking a cig"
"1stPerson","Talent too low and still smoking hookah"
"1stPerson","talking about cigarettes and the taste eh seriously eh HAHA fk"
"NOT-1stPerson","taylor used my id @ u of i to get herself cigs and it worked lmao what the"
"1stPerson","tbh considering getting an uber just to take me to ramco to get cigs and then back"
"1stPerson","Tbh I miss smoking cigarettes"
"1stPerson","tbh i'm just tryna smoke and eat some wings"
"NOT-1stPerson","teacher breath smell like coffee ciggs amp booty"
"NOT-1stPerson","TEENS NOWADAYS smoking"
"1stPerson","Telling my self every cigarette will make it better"
"NOT-1stPerson","tf cigarette is lifest"
"1stPerson","Tfw trying to smoke but no lighter"
"1stPerson","tfw u fkin Fail at vaping"
"1stPerson","Thank god for the #juul"
"NOT-1stPerson","Thank you -MENTION- Council for passing legislation to treat indoor e cigarette smoking the same as cigarette smoking in public places"
"NOT-1stPerson","Thanks -MENTION- for the birthday present A new beautiful mod The Cartel Revenent #vaping"
"1stPerson","Thanks to MayWard i'm smoking less cigar sticks Gradual change pero i'm happy with it ) MAYMAYonMMK 3DaysToGo"
"1stPerson","Thanks to Ty im chilling on cigarettes Only dala rollies now"
"NOT-1stPerson","Thanks uncle Willy for the cigarette"
"NOT-1stPerson","That cig came in clutch"
"NOT-1stPerson","That kid who still goes trick or treating is smoking outside my house"
"NOT-1stPerson","That moment you tell your team u starting smoking cigs since u started playing rein and everyone laughs feelsgoodman"
"NOT-1stPerson","That one time -MENTION- fell asleep on cancer sticks"
"NOT-1stPerson","That was really the scariest part of the movie you outside smoking a cigarette and see a man running top speed for no reason WE LEAVING NOW"
"NOT-1stPerson","That's one adorbz rari for P Fyfe one trippy cig for a capella"
"NOT-1stPerson","That's one fire step for the dirty south one sucky cig for bae"
"NOT-1stPerson","That's one fly trick for man one gnarly cig for my milkshakes"
"NOT-1stPerson","That's one iced out fart for P Fyfe one sick cig for mankind"
"NOT-1stPerson","That's one lit butthole for icecream one ugly cig for bae"
"NOT-1stPerson","That's one turnt step for giraffes one giant cig for bae"
"NOT-1stPerson","That's one turnt Yak for strippers one empty cig for my peeps"
"NOT-1stPerson","That's the result of mixing everything that got alcohol in it then topping it up with Sheesha Woman"
"NOT-1stPerson","THATF CUGKING VAPE VINE IS STILL SO FUNNY"
"NOT-1stPerson","The -MENTION- app may drive me to take up smoking"
"NOT-1stPerson","The #airquality in #Agra is like second hand smoke from 3 cigarettes in a day PM2 5 is 110 44 g m #KnowYourAir"
"NOT-1stPerson","The #airquality in #Agra is like second hand smoke from 3 cigarettes in a day PM2 5 is 113 0 g m #KnowYourAir"
"NOT-1stPerson","The #airquality in #Agra is like second hand smoke from 3 cigarettes in a day PM2 5 is 113 4 g m #KnowYourAir"
"NOT-1stPerson","The #airquality in #Agra is like second hand smoke from 3 cigarettes in a day PM2 5 is 114 2 g m #KnowYourAir"
"NOT-1stPerson","The #airquality in #Delhi is like second hand smoke from 2 cigarettes in a day PM2 5 is 70 78 g m #KnowYourAir"
"NOT-1stPerson","The #airquality in #Delhi is like second hand smoke from 3 cigarettes in a day PM2 5 is 119 67 g m #KnowYourAir"
"NOT-1stPerson","The #airquality in #Delhi is like second hand smoke from 5 cigarettes in a day PM2 5 is 163 44 g m #KnowYourAir"
"NOT-1stPerson","The #airquality in #London is like second hand smoke from 0 cigarettes in a day PM2 5 is 8 16 g m #KnowYourAir"
"NOT-1stPerson","The #airquality in #London is like second hand smoke from 0 cigarettes in a day PM2 5 is 8 36 g m #KnowYourAir"
"NOT-1stPerson","The #cigarette does the #smoking you're just the sucker #QuitSmoking"
"1stPerson","the amount of times ive pulled a lipstick out my pocket instead of a lighter and tried to light a cigarette with it is ridiculous"
"NOT-1stPerson","The Asian countries women are much appreciated by the world Toleration untold forgiveness addicted to tobacco of husbands Delhi returned"
"NOT-1stPerson","the bathroom attendant won't sell single cigs but u can buy a whole pack for 15"
"NOT-1stPerson","the best hookah places are out of the city is there any GOOD OK PRICED hookah in the nyc I think not"
"NOT-1stPerson","The boys r smokin those cigs"
"NOT-1stPerson","The casino would be cool if niggas smoked Mary Jane instead of fuckin cigarettes"
"NOT-1stPerson","the clouds and rain cigarets and the pain music and streets alone and alone and alone"
"NOT-1stPerson","The delicate waves of cigarette smoke sensually flowing over Isabelle's lips threatened to awake to dormant nicotine addict in E #1linewed"
"NOT-1stPerson","The dub as a language was the cigarette of matrix bed to a enormous forehead"
"NOT-1stPerson","The fact that my aunts opening an hookah bar in the summer gots me so pumped"
"NOT-1stPerson","The fact that ppl still smoke cigarettes is mind boggling #cancersticks"
"1stPerson","The festival of spring was over Too much wine and cigarettes But I was happy to be with my girls"
"1stPerson","The first puff in the morning is the best puff #vape"
"NOT-1stPerson","The fuck these niggas in here smoking sage"
"NOT-1stPerson","The gardener found a cigarette butt with lipstick marks on the window seal jwale ke suspect Wow"
"NOT-1stPerson","The gay community has heavily influenced the smoking community because everyone talking bout smoking dicks lol"
"NOT-1stPerson","The girl next to me smells like she vaped Starbursts"
"NOT-1stPerson","The global tobacco control treaty has reduced smoking rates in its first decade but more work is"
"1stPerson","the guy I accidentally on purpose kissed 2nite texted me that I left my cig packet behind at a bar like some kind of trashy Cinderella story"
"1stPerson","the highlight of my night is smoking a cigar in my car with music playing in the background"
"1stPerson","The hookah coal jus dropped on my leg"
"NOT-1stPerson","The irony of seeing someone walking towards the gym entrance with a cigarette is uncanny"
"NOT-1stPerson","The kid vaping in the background on -MENTION- and yes I'm old and watch the news"
"NOT-1stPerson","The monkey chewed tobacco on the streetcar line"
"NOT-1stPerson","The new cigarette packaging will definitely change the way I feel about smoking Said no one ever"
"NOT-1stPerson","The new employee smokes every break and comes in stinking up the break room It's so disgusting"
"NOT-1stPerson","The New Mastersounds ""Cigar Time"""
"NOT-1stPerson","The new plain cigarette and baccy packaging is pretty sleek in all fairness Gets pelted with eggs"
"NOT-1stPerson","The number 1 cause of smoking is seeing a smug hipster condescend on an orange 'Truth' commercial"
"NOT-1stPerson","The ol Parisian twitch hangover shakes whilst drinking coffee and smoking cigarettes more commonly known as the French fondle -MENTION-"
"1stPerson","The only downside to the proposed ""Queen Mary Island"" is that we won't be able to smoke on the rocks anymore but it's coo it's coo"
"NOT-1stPerson","The only explanation to why tobacco is legal in all 50 states and weed isn't is because or government is trying to kill us"
"1stPerson","the only reason i go to smoke away is the slight hope of seeing nancy behind the counter again"
"1stPerson","The only thing I have to look forward to is trying a new flavour in my vape pen Oh and nuclear holocaust natural disaster alien invasion"
"1stPerson","the only thing i'm good at is packing cigarettes"
"NOT-1stPerson","the pax juul is the future"
"1stPerson","The perks of being a loner 6 beers 20 cigarettes quality time wtf am I doing w my life lol"
"NOT-1stPerson","the pic of hayley vaping a breadstick"
"1stPerson","The real struggle is trying to smoke a cigarette in the backseat of a car"
"NOT-1stPerson","the same kid is literally online shopping for ecigs during class today"
"NOT-1stPerson","The scent of cigarettes and coffee filled the air"
"NOT-1stPerson","The shisha ban is why everyone hates white people"
"NOT-1stPerson","The smell of course wasn't his favorite So he lit a cigaret opened the window and puffed out some smoke"
"NOT-1stPerson","The study puts processed meats in the same risk category as tobacco smoking and exposure to asbestos"
"NOT-1stPerson","The tobacco is slow and steady thanks for asking"
"NOT-1stPerson","The tobacco problem is not solved #2017NCTOH"
"NOT-1stPerson","the vape life is taking my man smh"
"NOT-1stPerson","The way I hate smoking amp alcohol though I can't even imagine myself drinking or smoking"
"NOT-1stPerson","Them ain't nothing but some cancer sticks"
"NOT-1stPerson","Then twin with that loud ass blue shoe trying to put out that cigarette"
"1stPerson","Then a cigarette break"
"NOT-1stPerson","Theoretical Vaping World Championships (Bilbao) Semifinals 2 1 2 0 Final 1 3"
"NOT-1stPerson","there are two important steps to every vape hit"
"NOT-1stPerson","There is a vagina smoking a cig on my time line Why"
"NOT-1stPerson","There is another strange man in my house with a HOOKAH"
"NOT-1stPerson","There is no safe amount of smoking"
"1stPerson","There is nothing like a cigarette and a glass of wine"
"NOT-1stPerson","There is nothing worse than breathing fresh air one moment and then walking into someone's cigarette smoke"
"NOT-1stPerson","There is only one smell that is worse than cigarettes Stale cigarettes Please get a shower before you get on the tube at 8 45am"
"1stPerson","There isn't enough cigs to help with the shit at my job"
"NOT-1stPerson","There's a dude vapeing and I'm pretty sure Zoie is about to take his flat bill and throw it off of the terrace"
"NOT-1stPerson","There's a girl walking in the hallways at school vaping I'm weak"
"NOT-1stPerson","There's a student in the beer garden drunk chain smoking talking endlessly and totally full of himself and I'm getting quite infatuated"
"NOT-1stPerson","There's a tobacco rep at little general on willey giving out some pretty decent cig coupons right now just FYI y'all"
"NOT-1stPerson","there's an ass smoking a cigarette on my tv it's def time to go to sleep"
"NOT-1stPerson","There's currently more moisture in our school than what comes from Kieran's vape"
"NOT-1stPerson","There's no hookah lounges in El Monte"
"1stPerson","There's not a bigger British cigarette on this planet than -MENTION-"
"NOT-1stPerson","There's nothing as bad as passive smoking like wicked gross"
"NOT-1stPerson","There's nothing more tragic than knowing someone attractive that smokes cigs chews dips"
"1stPerson","There's someone about listening to -MENTION- while chilling in an airport #tobacco #blackmothsuperrainbow #streaker #berserker"
"1stPerson","There's something oddly cool about eating chocos while smoking a cig"
"NOT-1stPerson","There's two dudes sitting outside by the tash can vapeing the rain"
"NOT-1stPerson","Theres this scene kid vaping and coughing while staring at me Why this"
"NOT-1stPerson","These bitches got me smelling like cigarettes and cheap reggies Ew"
"1stPerson","These calls about to have me start smoking cigs"
"NOT-1stPerson","these carrots my grandma made taste like the grape flavour at shisha deadass"
"NOT-1stPerson","These mfs at this hookah bar Ugh"
"NOT-1stPerson","These niggas smoking hookah at Nick's place"
"1stPerson","These smoking commercials stress me out which causes me to smoke some more"
"NOT-1stPerson","these two guys just came out of this test amp one got ice cream amp one lit a cig amp im tryna decide which one i relate to more"
"NOT-1stPerson","these white hoes be smelling like cigarettes and wet dogs"
"NOT-1stPerson","They have free cigs at the bar in myrtle oh my god"
"NOT-1stPerson","They inhaled each others smoke as the world around them went up in flames"
"NOT-1stPerson","they put these fucking body horror photos on cigarette packs here now but one of them is SMOKING CAN KILL YOUR UNBORN CHILD and im like uh"
"1stPerson","Think its time to try give up the fags again"
"1stPerson","Thinking the hookah lounge Saturday haven't been in a while"
"NOT-1stPerson","This 30g tobacco thing is prob a gd thing"
"1stPerson","This addiction to cigarettes the struggle is real"
"1stPerson","This assignment has me fucked up im taking a smoke break"
"NOT-1stPerson","This bitch did not just blow her nasty cigarette smoke all over the place FML I'm trying to smell GOOD not like cancer sticks"
"NOT-1stPerson","This bitch smokin a cig in my room dawgs"
"NOT-1stPerson","this boy in the library whipped out a can of chewing tobacco I feel so violated"
"NOT-1stPerson","This boy out here walking to class in pajamas and smoking a hooker"
"1stPerson","This cig about to save my life"
"1stPerson","This cigar so smooth and right but is off for some reason"
"1stPerson","This cigarette can not fucking come fast enough oh my Lordy"
"NOT-1stPerson","THIS DEPRESSED IN A VERY VERY LONG TIME MIGHT B DYING STAY TUNED its been one of cigarettes just got turned on a carnival"
"NOT-1stPerson","this douche just vaped in my face"
"NOT-1stPerson","This e cig legislation just goes to show how deep the govt is in the pocket of big fedora"
"NOT-1stPerson","This foo really Tryna smoke a cigar rn by my pool lol"
"NOT-1stPerson","This fool tried to light a cig with a fucking torch I'm done lol"
"NOT-1stPerson","This fucking irony of medical personnel who smoke cigarettes"
"NOT-1stPerson","This girl flat out just tried telling me that drinking and smoking is the same as murder in Catholicism"
"NOT-1stPerson","This grab taxi driver tried to talk to me while smoking a cigarette JUST STFU AND DRIVE ALREADY"
"NOT-1stPerson","this guy doing vape review videos is such a nice fellow good content"
"NOT-1stPerson","This guy is smoking a cigarette with tweezers pussy"
"NOT-1stPerson","This guy is vaping in the max end my life"
"NOT-1stPerson","this guy just fuckin vaped on me"
"1stPerson","This guy just tried to hit on me by coming up to light my already lit cigarette and then introduce himself"
"NOT-1stPerson","This guy pulls up beside me in the parking lot on a moped vaping and blaring ""it's gettin hot in here"" by nelly cool guy award"
"NOT-1stPerson","This Hookah gt gt gt gt"
"1stPerson","This hookah and dusse bout to put me right to sleep"
"1stPerson","This hookah got me loco"
"1stPerson","This hookah got me on another level"
"1stPerson","This Hookah Got Me Together Right Now"
"1stPerson","this hookah lounge got a whistling contest going on right now LMAO"
"1stPerson","This hookah lounge I'm chilling at is so laid back"
"NOT-1stPerson","This icare vape is love fr"
"NOT-1stPerson","This is actual 2nd years vaping and playing hardstyle oan a speaker outside the school a hate this school"
"1stPerson","This is juul and 5 box weather"
"NOT-1stPerson","THIS IS NO CIGARETTES FOR MARVINS"
"1stPerson","this is why i smoke"
"NOT-1stPerson","This kid is like 17 and reeks of cigarettes right in front of me"
"NOT-1stPerson","This kid is vaping in the library Im pressed af"
"NOT-1stPerson","This lady was smoking a fucking electronic cigarette in the lav and got mad at US for getting mad at her Ok"
"NOT-1stPerson","This lil mexican dude i work with is outback lookin thru employees unlocked cars for a cigarette"
"1stPerson","This little vape pen saves my life at work"
"NOT-1stPerson","This man dipping and smoking a cigarette at the same time"
"NOT-1stPerson","This man got the ordasity too spark up a cigarette in da brib smh fuckin Buford"
"NOT-1stPerson","This man smoking a cigar"
"NOT-1stPerson","this morning there was vomit on the floor of the train amp now there are cigarette butts all over the bus"
"NOT-1stPerson","This nigga is deadass smoking a cig on the lightrail lmfaoo whett"
"NOT-1stPerson","this nigga pulled the vape out in my car im finna ejecto seato"
"NOT-1stPerson","This no smoking shit is the worst smh"
"NOT-1stPerson","This old lady bought sum Benson amp Hedges cigs from me n I said ""thats a long name 4 cigs"" she said ""I usually call em bitches n hoes"""
"NOT-1stPerson","This patient trying sneak and smoke in the bathroom ass got str8 caught"
"1stPerson","This shisha so strong I'm twisted new hookah adventures"
"NOT-1stPerson","this short beardy mattress firm employee vaping and talking on bluetooth outside the store im cryingg"
"1stPerson","This spot mad lit right now or whatever but there's no hookah so"
"1stPerson","This storm look crazy Think I'm about to smoke cigar on the balcony and watch the lighting"
"NOT-1stPerson","This vaping shit is so annoying"
"1stPerson","This weather is perfect outdoor shisha smoking time"
"NOT-1stPerson","This whole time I've been confusing Ken Burns and George Burns Someone would mention the docs and I'd think ""the cigar guy """
"1stPerson","Thought I smoked my last cigarette but I just found a whole pack of newports"
"1stPerson","thought interning would help me cut down on my ciggs but NOoooOooo am like smoking all the time w the ppl here"
"NOT-1stPerson","Thoughtful pm with -MENTION- ftrs and -MENTION- HSC discussing how -MENTION- can help reduce smoking prevalence in GM Good to be there"
"NOT-1stPerson","Three Pigeons Vape Pens ""The pinnacle of modern vape pens """
"1stPerson","Thrown out of a cigar shop How my shop going #sb17"
"NOT-1stPerson","Thursday March 30th Hip Hoppa Hookah Night @ Havana Hookah(2222 S Havana St) 5 Hosted By Desurde AQ amp Dom Sounds By DJKP PLZ FWD"
"NOT-1stPerson","Thursday MARCH MADNESS Hosted By Pretty Gang704 Hookah amp Drink Specials 10p 2a #Apostrophe #Justlounge"
"NOT-1stPerson","Thus far the only light that leads us is the glowing ember of our cigarette It doesn't lead far but it shows us the way"
"1stPerson","Time for a cig a good cry and my dog"
"1stPerson","time for a cigarette"
"1stPerson","Time for a cigarette so I am on my way outside Chuck B"
"1stPerson","Time for another #cigarette and then back to work by the way don't smoke guys it's fucking disgusting and terrible for you"
"1stPerson","time for my weekly diet cig jamming session"
"1stPerson","Time for that smoke break"
"1stPerson","Time to change the coil on my eGo device #Vape Team"
"1stPerson","Time to cut these cigs out my life for good"
"1stPerson","Time to go smoke a cigarette in my car and kill myself with it"
"1stPerson","Time to level up my #cigar hobby and get a #humidor can anyone recommend a great first humidor (I'm on a bit of a budget in UK)"
"1stPerson","Time to listen to Amy Winehouse's ""Back to Black"" album turn of all the lights drink some wine smoke cigarettes amp reminisce"
"1stPerson","time to Sparkk this Good Ol'Marlboro"
"1stPerson","tired of not having a cigarette"
"NOT-1stPerson","to find something else to do at one time or another in the end so it is just that Raising the price of cigarette might prevent teenagers"
"NOT-1stPerson","To Honorable PM -MENTION- its hardly request from my side to take strictly action on tobacco products and tobacco packets or rappers"
"NOT-1stPerson","To me a scotch woman is kind of a bitter auntie that listens to a lot of Phyllis Hyman and smokes Benson amp Hedges"
"NOT-1stPerson","To the assholes smoking cigarettes 3 feet from my window at 1 AM please choke on your cancer sticks and die"
"1stPerson","To this day I still fancy a ciggie but my mind stopped expecting me to smoke and that's half the battle Don't let cigs own you #NoSmokingDay"
"NOT-1stPerson","To twenty year old Mark impressed hey lady I should have salute u booze fall cigarette smoking stupid"
"NOT-1stPerson","Tobacco and alcohol will most definitely be the death of me"
"NOT-1stPerson","Tobacco cultivation n drying damaging forests around Here area Wean farmers off to better crops -MENTION- -MENTION- -MENTION-"
"NOT-1stPerson","Tobacco has ruined so many more lives than porn but yet all there is on packs of cigs is a couple words from the ""Surgeon General """
"NOT-1stPerson","Tobacco smokers disgust me"
"NOT-1stPerson","Tobacco marijuana alcohol meth religion spirituality A few relief producing substances"
"NOT-1stPerson","Today come thru with ur #BYOB at #MintCafeMD Do ur hookah amp intellectual conversations with #GOODPPL #GOODVIBE AND NETWORK WITHOTHERS"
"1stPerson","today i completely knocked over the hookah and got super spicy pho soup in my eye"
"1stPerson","Today I reached in my purse to find my ecig and pulled out my liquid lipstick on accident"
"NOT-1stPerson","Today is #NationalNoSmokingDay help us by sending the general public a message that smoking can cause AMD that leads to blindness #NNSD2017"
"NOT-1stPerson","Today is national #nosmokingday make the change today and move over to #ecigs there's no better day than today #vaping #vapeuk"
"NOT-1stPerson","Today is National No Smoking Day For help to quit call the Live Well Swindon hub 01793 465513 or livewellswindon-MENTION- net #nosmokingday"
"NOT-1stPerson","Today is National No Smoking Day Why stop for a day Why not quit forever #health"
"NOT-1stPerson","Today Sunday Woke up late Day started late and I m on fire baby not smoking by d way Guess guess feeling fantastic"
"NOT-1stPerson","Today we are in Madrid Spain for the ERS event on tobacco control strategies in Iberian and Latin American countries #ERSAdvocacy"
"NOT-1stPerson","Today BAN #CIG SALES TO #U21s 90 start as teens so will raising the age to buy have an effect on taking up the habit When did you start"
"1stPerson","Today My plumber hasn't turned up to finish the plumbing in the bathroom An expensive vaping machine of mine has gone missing at work"
"1stPerson","Today's schedule work Gym Hookah Sleep lol"
"1stPerson","Told myself i'd slow down on the cancer sticks but I'm blazing through this pack"
"NOT-1stPerson","tom nicked one of my cigarettes AND THEN LIT IT THE WRONG WAY AND ASKED FOR ANOTHER ONE cheeky buggar"
"1stPerson","tonights plans include leaving work early smoking too much hookah and letting luka take shots off my crotch what a blast"
"NOT-1stPerson","Too many men vaping and smelling of cherry and vanilla around"
"1stPerson","too many mwr Ls today pass me a cig"
"1stPerson","Too much hookah makes me nauseous"
"NOT-1stPerson","Too much smoke #ItaliaAlbania"
"1stPerson","Too much smoke for tnight but who cares right"
"1stPerson","Took a hit off a this Dubai guys' tobacco pipe today I'm pretty sure 1 hit was equivalent to 20 packs of cigarettes"
"NOT-1stPerson","Torianno just sent me a picture of my boyfriend ""vapeing"" and spitting bars This is a petition to stop this lunitic"
"NOT-1stPerson","Totally kill for a cigarette but I will not smoke one lol"
"NOT-1stPerson","Treat my lungs with grade A smoke"
"1stPerson","tried to brush my hair while holding a cig and i set fire to my hair wth help"
"1stPerson","Tried to start my hookah about five times ended up making like 7 holes in my carpet super cool paige"
"NOT-1stPerson","Truly a cigaret that works for everyone"
"NOT-1stPerson","Trump is as likeable as as a crying baby talking on a phone at the movies while chain smoking cigarettes"
"NOT-1stPerson","TRUTH commercials and all meanwhile -MENTION- is making cigs look cool again"
"1stPerson","Trying Shisha"
"1stPerson","Trying to argue over some dumped cigar guts"
"1stPerson","Trying to beat this cig addiction shits unattractive an old news"
"1stPerson","Trying to figure out how many multivitamins will offset 20 years of heavy drinking amp smoking"
"1stPerson","Trying to forget my pain smoking till my eyes bleed"
"NOT-1stPerson","Trying to get -MENTION- into this vape life"
"1stPerson","Trying to make a night sky in my room with my smoke of cigs as the clouds But where's the stars"
"1stPerson","Trying to smoke some hooks right now"
"NOT-1stPerson","Tryna find a summer job and all that's coming up is vape shops and shot girls I hate London so much"
"1stPerson","tryna go to the hookah bar"
"1stPerson","Tryna smoke some hookah n lay back"
"NOT-1stPerson","Tryst me my juul can handle that"
"NOT-1stPerson","Tuesday night crowded bar some guy lights a cheap cigar"
"1stPerson","Tweeted that while smoking a cig that's where I'm at in life"
"NOT-1stPerson","two guys have asked me to smoke a cig with them if i smoked cigs i'd probably pick up a lot of dudes"
"1stPerson","Two weekends without smoking hooka"
"1stPerson","Two years cigarette tobacco free today thanks to vaping"
"NOT-1stPerson","Ty Richards Going Out For a Cigarette"
"NOT-1stPerson","u don't smoke tho"
"NOT-1stPerson","u ever cried while smoking a cig bc tht shits depressing"
"NOT-1stPerson","u lit the wrong end of ur cigarette"
"NOT-1stPerson","u walk into the kitchen n this nigga balls deep in the shower while smoking a cigarette fully clothed"
"1stPerson","u're my all time stress reliever cigarette"
"1stPerson","Ugh why are all the cigar bars in Beverly Hills or Downtown Smoking on the street outside my house isn't relaxing at all lol"
"NOT-1stPerson","uh why didn't i hear anyone talking abt dreamcatcher's cover of lucky strike like they did that in english flawlessly"
"1stPerson","uhhhhh yeah my favorite hobby is wearing anti social social club and vaping"
"NOT-1stPerson","UK e cig brand Must Have put into administration over 3m owed to HMRC Owned by US Electronic Cigarettes International Group FRP as admin"
"NOT-1stPerson","United Tobacco amp Vapes 1736 W State of Franklin Rd Ste 2 Johnson City TN 37604 (423) 328 7445"
"NOT-1stPerson","Unsure why there's a need to light a cigarette literally a minute before the bus is due Has addiction gone too far Illuminati confirmed"
"1stPerson","Up early bout to smoke"
"NOT-1stPerson","UP GOVERNMENT MUST BAN THE USE OF POLYTHENSE LIQUOR AND TOBACCO IMMEDIATELY"
"NOT-1stPerson","Up NOW in SFC SB 231INCREASE CIGARETTE amp E CIGARETTE TAXES (Morales) #nmleg"
"1stPerson","Up smoking amp listening to my bf snore I can't sleep"
"NOT-1stPerson","Up smoking"
"1stPerson","Up smoking hookah drinking wine amp doing this homework trynna save what's left of this semester"
"1stPerson","Up Smoking Writing and vibing I'm so proud of myself man Releasing the date of my EP soon"
"1stPerson","Update listening to cocoa butter kisses while smoking a cig"
"1stPerson","Uploaded two new Odin Green videos on YouTube Now to buy more smokes"
"NOT-1stPerson","Ur like a cigaret i buy u with my money and step on u with my feet"
"NOT-1stPerson","ur mcm rolls his own cigarettes for the aesthetic"
"NOT-1stPerson","USA study says electronic cigarettes are as damaging to teeth and gums as conventional cigs Vapours cause inflammatory stress in cells"
