"labels","text"
"current","Wants to lay down in bed to smoke a cigarette can't risk falling asleep"
"current","Wasn't expecting sheer ice on my smoke break and fell right over Luckily enough my cigarette made it out alive Holy shit I'm sick of cold"
"current","WASNT IT ENOUGH TO FORGET MY CIGG AND NOW MY PORTABLE"
"current","Wasted my whole summer Time card in and out Got addicted to cig ar ett es"
"current","Watching movies an smoking hookah"
"current","We just pray and hookah"
"current","We out here struggling with this hookah lmfaooooo"
"current","we out here bar scene alone with my ecig and crippling depression to accompany me"
"current","we out to the hookah bar"
"current","We really shut this hookah bar down every time"
"current","We've just been sitting outside at work rippin cigs cuz 71 in march"
"current","wearing green rubber boots in a bathtub filled with kerosene smoking a cig"
"not-current","Wee Cigarette Drink Dance Food Sleep Regretting this tweet in the morning"
"current","Well I am going outside to finish my cigarette and get a little sun on this thin spot in my head"
"current","Well it'stuesday and its already been a long rough week so vaping and a few drinks is what i need"
"not-current","Went to a hookah lounge today was actually a good day"
"current","What a great decision to stay in clean watch NBA and play Xbox Now Dave chappelle and a cigar"
"current","What the fuck my life has become smoking a hookah and listening to The Allman Brothers on vinyl at 435 am"
"current","What time will the EU receive the A 50 letter i've a large cigar amp a bottle of bubbly i've been saving for the occaison #bbcnews #skynews"
"current","What's the littest hookah bar from Royal Oak to Ann Arbor area"
"current","when bro aint here in town i b smoking by myself shit suuuuckkssss"
"current","When u run to the store to buy cigarettes and they're playing Mylene Farmer there Heaven can happen even in mornings"
"current","where the philosophy majors come smoke sum"
"current","Where's somewhere with Hookah and Drinks with good music May be asking for a lot"
"not-current","While sitting at my favorite hookah and literary lounge one of my friends walked in with another gentleman and came over with me"
"current","While smoking the hookah and Gabe freaking breaks out Aaron Carter's music Wtf"
"current","While studying ""I wanna go to a Hooka Bar "" -MENTION- Em #Randomthoughtswithmichael"
"current","Who at the Hookah bar"
"current","Who else is up smoking at 4 30 in the morning"
"current","Who got a cigar lol I'll fire u up I don't feel like goin to the store"
"current","who got a hookah lmk im tryna"
"current","Who has a juul cartridge at this time"
"current","Who tryna go to the hookah bar this weekend"
"current","Who tryna hit this cig with me"
"current","Who tryna smoke"
"current","Who tryna smoke some hookah with me it's boring asf smoking by myself"
"current","Who want go jb shisha"
"current","Who wants to buy me cigarettes"
"current","Who wants to come over and eat brownies and watch movies and smoke cigs"
"current","who wants to donate me money so i can buy cigarettes"
"current","Why am I smoking a cig lol"
"current","Why am i smoking a pall mall"
"current","Why are my cigarettes in my car I'm gonna kill myself"
"current","Why can't people do things right For the first time in nearly 5 years UPS delivered my tobacco shipment to the wrong address"
"current","why can't smoking clean my pores"
"current","Why is it that every time I go to a club on my own and have a drink and a cigarette I feel like I've made it"
"current","Why is this hookah bar so dead"
"current","Why me and my brothers smoking in the dark"
"current","Will prostitute for cigarettes"
"current","will someone get me a really cool vape"
"current","wine amp hookah"
"current","Wine amp Hookah"
"current","Wine Hookah"
"current","Wine and hookah with my gfs"
"current","Wine chocolate and a hookah"
"current","Wish it wasn't so windy I'd sit on the patio furniture and smoke lol"
"current","Wish someone would jus come over amp do hooka wit me"
"not-current","With all the shit I was going through last week I smoked a pack in 3 days when I used to be able to make it last me a whole month"
"current","With out good vibes smoking ain't really fun"
"current","With this weather here I think I need my Benson and hedges right away"
"current","Wok up at 535 just to kill my body #Cig"
"not-current","Wonnie got me smoking out the quarter just me and bro"
"current","Would rob a bank for some cigs rn"
"current","wow cig does taste weird"
"current","Wow cigarettes are better after sex"
"current","Wow finally going to a hookah spot"
"current","Wow I'm just trying to smoke omg"
"current","Wow I'm so sick and can't breath at all I love sitting in a room full of vape"
"current","Wow Been a long time since I lit a cigarette backwards"
"current","Xhdndksjj im at the smoking area and these 2 professors came and saw all the cigarette buds and started talking about how uncivilised we are"
"current","Y do these cigs taste like thin mints"
"current","YAAAAAAAY My vape pen n my oil just came in"
"current","Yay we got our hookah"
"current","yea i have gorilla ape goku arms but i still get scared of my sprinkler system if im outside smoking a cigarette and they cut on What of it"
"not-current","Yea it's time for me to come home I leant how to cook amp make hookah at muff house smh"
"current","Yeah I need another cig"
"current","Yeah I think I'm really bout to go to the bar I have to buy a new hookah"
"current","Yike I think there's a couple fighting I'm jus tryna smoke a cig"
"current","yo bro can i vape on ur toilet bro"
"current","yo if my mom doesnt give me back my 4th juul ill contemplate sue of side"
"current","Yo this is great smoking weather"
"current","Yoooo smoking in my new house though"
"current","You know today sucks when you accidently break your ciggs in half and spill your ashtray all over your mac's keyboard"
"current","You've heard me say find what you love and let it kill you I found drink cigarettes and women"
"current","Youngin got me smoking this nasty ass black foo"
